curated_family,family,source_resource,source_sheet,enzyme_full_name,enzyme_common_name,species,substrate,product,text
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AAT,Medicago sativa,Aspartate; alpha-ketoglutarate,Oxaloacetate; Glutamate,Aspartate aminotransferase AAT   Medicago sativa   Aspartate; alpha-ketoglutarate Oxaloacetate; Glutamate Nitrogen Assimilating Enzyme Activities and Enzyme Protein during Development and Senescence of Effective and Plant Gene-Controlled Ineffective Alfalfa Nodules. 10.1104/pp.91.3.898    pass 33090|Viridiplantae AAT|PF00155;Aminotran_1_2;1|AAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT|PF02458;Transferase;1|AAT|NA|AAT|PF03219;TLC;1|AAT|PF03417;AAT;1|AAT|PF02803;Thiolase_C;1;PF00108;Thiolase_N;1|AAT|PF01490;Aa_trans;1 PAT_ARATH|PAT_PINPS|B1A9J8_CUCME|O48548_SOYBN|A9DG57_MEDTR|A9DGI0_9FABA|A0A078BCB9_9FABA|Q4VVF4_HELTU|B6THR2_MAIZE|A9DGC8_MEDTR|F0Y8M2_AURAN|Q6YEY2_VITVI|W7U3D6_9STRA|A0A0A7H8K8_PRUAR|B3VP15_PRUAR|Q9ZTX1_HORVU|Q7G1G6_SOYBN|D5ACX1_PICSI|C6TEL7_SOYBN|A0A6M2F9E6_9ROSI|A0A1U8W0X8_9LAMI|A0A0A9EF48_ARUDO|A0A0A9HKQ1_ARUDO|A0A0A9EKA8_ARUDO|Q9FVF1_FRAAN|A0A1J0CLC8_FRAAN|B9MSV0_FAGSY|A0A0A7CNG6_ACHHY|Q43781_LOTJA|I3S9W5_LOTJA|A0A7C9ARW2_OPUST|A0A7C9ESJ9_OPUST|D7FVR8_ECTSI Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|Q5F4K8|B1A9J8|O48548|A9DG57|A9DGI0|A0A078BCB9|Q4VVF4|B6THR2|A9DGC8|F0Y8M2|Q6YEY2|W7U3D6|A0A0A7H8K8|B3VP15|Q9ZTX1|Q7G1G6|D5ACX1|C6TEL7|A0A6M2F9E6|A0A1U8W0X8|A0A0A9EF48|A0A0A9HKQ1|A0A0A9EKA8|Q9FVF1|A0A1J0CLC8|B9MSV0|A0A0A7CNG6|Q43781|I3S9W5|A0A7C9ARW2|A0A7C9ESJ9|D7FVR8 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022||NP_001284403.1|NP_001284403|NP_001237541.1|NP_001237541|NP_001149746.1|NP_001149746|XP_009036682.1|XP_009036682|NP_001242552.1|NP_001242552 NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691||NM_001297474.1|NM_001297474|NM_001250612.1|NM_001250612|NM_001156274.1|NM_001156274|XM_009038434.1|XM_009038434|NM_001255623.1|NM_001255623 Arabidopsis_thaliana|Pinus_pinaster|Cucumis_melo|Glycine_max|Medicago_truncatula_var._truncatula|Medicago_tornata|Xylia_xylocarpa_var._kerrii|Helianthus_tuberosus|Zea_mays|Medicago_truncatula_var._longiaculeata|Aureococcus_anophagefferens|Vitis_vinifera|Nannochloropsis_gaditana|Prunus_armeniaca|Hordeum_vulgare|Picea_sitchensis|Populus_davidiana|Osmanthus_fragrans|Arundo_donax|Fragaria_ananassa|Fagus_sylvatica|Achlya_hypogyna|Lotus_japonicus|Opuntia_streptacantha|Ectocarpus_siliculosus
Aminotransferase,3318|Pinaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,aspartate aminotransferase,AAT,Pseudotsuga menziesii,glutamate; oxaloacetate; Î±-ketoglutarate,aspartate; alpha-ketoglutarate; glutamate,aspartate aminotransferase AAT   Pseudotsuga menziesii   glutamate; oxaloacetate; Î±-ketoglutarate aspartate; alpha-ketoglutarate; glutamate Effects of nitrogen source on growth and activity of nitrogen-assimilating enzymes in Douglas-fir seedlings. 10.1093/treephys/19.3.205    pass 33090|Viridiplantae AAT|PF00155;Aminotran_1_2;1|AAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT|PF02458;Transferase;1|AAT|NA|AAT|PF03219;TLC;1|AAT|PF03417;AAT;1|AAT|PF02803;Thiolase_C;1;PF00108;Thiolase_N;1|AAT|PF01490;Aa_trans;1 PAT_ARATH|PAT_PINPS|B1A9J8_CUCME|O48548_SOYBN|A9DG57_MEDTR|A9DGI0_9FABA|A0A078BCB9_9FABA|Q4VVF4_HELTU|B6THR2_MAIZE|A9DGC8_MEDTR|F0Y8M2_AURAN|Q6YEY2_VITVI|W7U3D6_9STRA|A0A0A7H8K8_PRUAR|B3VP15_PRUAR|Q9ZTX1_HORVU|Q7G1G6_SOYBN|D5ACX1_PICSI|C6TEL7_SOYBN|A0A6M2F9E6_9ROSI|A0A1U8W0X8_9LAMI|A0A0A9EF48_ARUDO|A0A0A9HKQ1_ARUDO|A0A0A9EKA8_ARUDO|Q9FVF1_FRAAN|A0A1J0CLC8_FRAAN|B9MSV0_FAGSY|A0A0A7CNG6_ACHHY|Q43781_LOTJA|I3S9W5_LOTJA|A0A7C9ARW2_OPUST|A0A7C9ESJ9_OPUST|D7FVR8_ECTSI Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|Q5F4K8|B1A9J8|O48548|A9DG57|A9DGI0|A0A078BCB9|Q4VVF4|B6THR2|A9DGC8|F0Y8M2|Q6YEY2|W7U3D6|A0A0A7H8K8|B3VP15|Q9ZTX1|Q7G1G6|D5ACX1|C6TEL7|A0A6M2F9E6|A0A1U8W0X8|A0A0A9EF48|A0A0A9HKQ1|A0A0A9EKA8|Q9FVF1|A0A1J0CLC8|B9MSV0|A0A0A7CNG6|Q43781|I3S9W5|A0A7C9ARW2|A0A7C9ESJ9|D7FVR8 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022||NP_001284403.1|NP_001284403|NP_001237541.1|NP_001237541|NP_001149746.1|NP_001149746|XP_009036682.1|XP_009036682|NP_001242552.1|NP_001242552 NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691||NM_001297474.1|NM_001297474|NM_001250612.1|NM_001250612|NM_001156274.1|NM_001156274|XM_009038434.1|XM_009038434|NM_001255623.1|NM_001255623 Arabidopsis_thaliana|Pinus_pinaster|Cucumis_melo|Glycine_max|Medicago_truncatula_var._truncatula|Medicago_tornata|Xylia_xylocarpa_var._kerrii|Helianthus_tuberosus|Zea_mays|Medicago_truncatula_var._longiaculeata|Aureococcus_anophagefferens|Vitis_vinifera|Nannochloropsis_gaditana|Prunus_armeniaca|Hordeum_vulgare|Picea_sitchensis|Populus_davidiana|Osmanthus_fragrans|Arundo_donax|Fragaria_ananassa|Fagus_sylvatica|Achlya_hypogyna|Lotus_japonicus|Opuntia_streptacantha|Ectocarpus_siliculosus
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate-1-semialdehyde aminotransferase,ZM-GSA-AT;GSA-AT,Zea mays,glutamate,5-aminolevulinic acid,"glutamate-1-semialdehyde aminotransferase ZM-GSA-AT;GSA-AT   Zea mays   glutamate 5-aminolevulinic acid Purification, Characterization, and Fractionation of the delta-Aminolevulinic Acid Synthesizing Enzymes from Light-Grown Chlamydomonas reinhardtii Cells. 10.1104/pp.74.3.569    pass 33090|Viridiplantae ZM-GSA-AT|NA|GSA-AT|PF00202;Aminotran_3;1 Q9AVF5_AMATR|Q00GL0_KARBR Q9AVF5|Q00GL0   Amaranthus_tricolor|Karenia_brevis"
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,asparagine aminotransferase,PSAAT,Pisum sativum,L-asparagine,glycine,asparagine aminotransferase PSAAT   Pisum sativum   L-asparagine glycine Purification and properties of an asparagine aminotransferase from Pisum sativum leaves. 10.1016/0003-9861(83)90594-5    pass 33090|Viridiplantae PSAAT|NA
Aminotransferase,3051|Chlamydomonadaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate-1-semialdehyde aminotransferase,GSAT,Chlamydomonas reinhardtii,glutamate 1-semialdehyde (GSA); glutamate 1-semialdehyde,5-aminolevulinic acid (ALA); 5-aminolevulinic acid,glutamate-1-semialdehyde aminotransferase GSAT   Chlamydomonas reinhardtii   glutamate 1-semialdehyde (GSA); glutamate 1-semialdehyde 5-aminolevulinic acid (ALA); 5-aminolevulinic acid Physical and kinetic interactions between glutamyl-tRNA reductase and glutamate-1-semialdehyde aminotransferase of Chlamydomonas reinhardtii. 10.1074/jbc.M502483200    pass 33090|Viridiplantae GSAT|PF00202;Aminotran_3;1 A0A1E7FA07_9STRA A0A1E7FA07   Fragilariopsis_cylindrus_CCMP1102
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate:glyoxylate aminotransferase 1,GGT1,Arabidopsis thaliana,glutamate; glyoxylate,2-oxoglutarate; glycine,glutamate:glyoxylate aminotransferase 1 GGT1   Arabidopsis thaliana   glutamate; glyoxylate 2-oxoglutarate; glycine Alanine aminotransferase homologs catalyze the glutamate:glyoxylate aminotransferase reaction in peroxisomes of Arabidopsis. 10.1104/pp.011460  At1g23310  pass 33090|Viridiplantae AT1G23310|NA|GGT1|PF01019;G_glu_transpept;1|GGT1|IPR043138;GGT_lsub_C;IPR000101;GGT_peptidase;IPR043137;GGT_ssub;IPR029055;Ntn_hydrolases_N|GGT1|PF00155;Aminotran_1_2;1|GGT1|IPR045088;ALAT1/2-like;IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|GGT1|NA GGT1_ARATH|GAGT1_ARATH|A0A251V4U7_HELAN|R1BQY9_EMIHU|A0A3L6FP20_MAIZE|A0A371HW42_MUCPR|A0A2I0A7R3_9ASPA|A0AAP0G2S8_9ASPA|A0A314KP51_NICAT|D7KNE6_ARALL|A0A2I0W728_9ASPA Q9LR30|B9DFR2|Q93Z05|Q94B22|Q9C5K2|Q8VYW6|B9DI67|O65652|A0A251V4U7|R1BQY9|A0A3L6FP20|A0A371HW42|A0A2I0A7R3|A0AAP0G2S8|A0A314KP51|D7KNE6|A0A2I0W728 NP_001031083.1|NP_001031083|NP_564192.2|NP_564192|NP_195674.2|NP_195674|NP_974717.1|NP_974717||XP_005764546.1|XP_005764546|XP_019227707.1|XP_019227707|XP_002893277.1|XP_002893277 NM_001036006.1|NM_001036006|NM_102180.4|NM_102180|NM_120124.6|NM_120124|NM_202988.4|NM_202988||XM_005764489.1|XM_005764489|XM_019372162.1|XM_019372162|XM_002893231.1|XM_002893231 Arabidopsis_thaliana|Helianthus_annuus|Emiliania_huxleyi|Zea_mays|Mucuna_pruriens|Apostasia_shenzhenica|Platanthera_zijinensis|Nicotiana_attenuata|Arabidopsis_lyrata_subsp._lyrata|Dendrobium_catenatum
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate Aminotransferase,AspAT,Panicum maximum,2-oxoglutarate,glutamate,"Aspartate Aminotransferase AspAT   Panicum maximum   2-oxoglutarate glutamate Aspartate aminotransferase from Panicum maximum Jacq. var. trichoglume Eyles, a C4 plant: Purification, molecular properties, and preparation of antibody 10.1016/0003-9861(89)90033-7    pass 33090|Viridiplantae ASPAT|NA"
Aminotransferase,4070|Solanaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tryptophan aminotransferase,TAMT1,Nicotiana langsdorffii,Tryptophan; tryptophan,Indolepyruvic acid; indolepyruvic acid,Tryptophan aminotransferase TAMT1   Nicotiana langsdorffii   Tryptophan; tryptophan Indolepyruvic acid; indolepyruvic acid Indole-3-acetic Acid Synthesis in Tumorous and Nontumorous Species of Nicotiana. 10.1104/pp.61.5.743    pass 33090|Viridiplantae TAMT1|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate Aminotransferase,OsAAT,Oryza sativa,Asp;2-oxoglutarate,Glu;Oxaloacetate,Aspartate Aminotransferase OsAAT   Oryza sativa   Asp;2-oxoglutarate Glu;Oxaloacetate Molecular modeling and site-directed mutagenesis reveal essential residues for catalysis in a prokaryote-type aspartate aminotransferase. 10.1104/pp.108.134510  AP003235.2  pass 33090|Viridiplantae AP003235.2|NA|AP003235|PF06241;Castor_Poll_mid;1;PF22614;Slo-like_RCK;1|AP003235|IPR044849;CASTOR/POLLUX/SYM8-like;IPR010420;CASTOR/POLLUX/SYM8_dom;IPR036291;NAD(P)-bd_dom_sf|AP003235|PF00504;Chloroa_b-bind;1|AP003235|IPR022796;Chloroa_b-bind|AP003235|PF00069;Pkinase;1|AP003235|IPR011009;Kinase-like_dom_sf;IPR000719;Prot_kinase_dom;IPR017441;Protein_kinase_ATP_BS;IPR008271;Ser/Thr_kinase_AS|AP003235|NA|AP003235|IPR044300;STOP1/2;IPR036236;Znf_C2H2_sf;IPR013087;Znf_C2H2_type|AP003235|PF03798;TRAM_LAG1_CLN8;1|AP003235|PF06694;Plant_NMP1;1|AP003235|PF00854;PTR2;1|AP003235|PF00561;Abhydrolase_1;1|AP003235|PF00155;Aminotran_1_2;1|AP003235|PF00201;UDPGT;1|AP003235|PF00854;PTR2;2|AP003235|PF01453;B_lectin;1;PF08276;PAN_2;1;PF00069;Pkinase;1;PF00954;S_locus_glycop;1|AP003235|PF06728;PIG-U;1|OSAAT|NA POLLU_ORYSJ|PSBS1_ORYSJ|SAPK4_ORYSJ|STOP1_ORYSJ|B9EUV9_ORYSJ|Q5N9Z2_ORYSJ|Q5N9Y0_ORYSJ|Q0JHD0_ORYSJ|A0A8J8Y0Q3_ORYSJ|A3A017_ORYSJ|Q5N946_ORYSJ|Q5N745_ORYSJ|Q943J0_ORYSJ|C7IX44_ORYSJ|Q5N744_ORYSJ|A3A007_ORYSJ|Q5N9Z6_ORYSJ|Q5N743_ORYSJ|Q5N9Z5_ORYSJ|Q5N9Y2_ORYSJ|Q5NA01_ORYSJ|Q5N9Y4_ORYSJ|A0A9K3Y821_ORYSJ|Q5N9Z0_ORYSJ|Q5N9Z9_ORYSJ|Q5N9Z7_ORYSJ Q5N941|Q0JHD3|Q5N940|Q943K1|Q5N942|A0A0U1UA40|F6M7C8|Q0JHD4|Q943J9|Q943I6|A0A0P0VAW2|B9EUV9|Q5N9Z2|Q5N9Y0|Q0JHD0|Q5NA00|A0A8J8Y0Q3|Q0JHC5|Q5N746|A3A017|Q5N946|Q0JHD8|Q5N745|Q5N9Y1|Q943J0|Q7F2K6|C7IX44|Q5N744|A3A025|A3A007|Q5N939|Q5N9Z6|Q5N743|Q5N9X8|Q5N9Z5|Q5N9Y2|Q5NA01|Q5N9Y4|A0A9K3Y821|Q5N9Z0|Q5N9Z9|Q5N9Z7 XP_015613349.1|XP_015613349|XP_015621169.1|XP_015621169|XP_015613364.1|XP_015613364|XP_015641300.1|XP_015641300|XP_015641307.1|XP_015641307|XP_015621168.1|XP_015621168|XP_015627924.1|XP_015627924||XP_015641267.1|XP_015641267|XP_015641332.1|XP_015641332|XP_015636016.1|XP_015636016 XM_015757863.1|XM_015757863|XM_015765683.1|XM_015765683|XM_015757878.1|XM_015757878|XM_015785814.1|XM_015785814|XM_015785821.1|XM_015785821|XM_015765682.1|XM_015765682|XM_015772438.1|XM_015772438||XM_015785781.1|XM_015785781|XM_015785846.1|XM_015785846|XM_015780530.1|XM_015780530 Oryza_sativa_subsp._japonica
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Glutamate-oxalacetate transaminase,GOT,Lolium temulentum,L-aspartate;oxoglutarate;L-aspartate;alpha-oxoglutarate,oxalacetate;glutamate;oxaloacetate;glutamate,Glutamate-oxalacetate transaminase GOT   Lolium temulentum   L-aspartate;oxoglutarate;L-aspartate;alpha-oxoglutarate oxalacetate;glutamate;oxaloacetate;glutamate Light-stimulation of alanine aminotransferase activity in dark-grown leaves of Lolium temulentum L. as related to chlorophyll formation. 10.1007/BF00385195   Aspartate aminotransferase (E.C.2.6.1.1) pass 33090|Viridiplantae ASPARTATEAMINOTRANSFERASE(E.C.2.6.1.1)|NA|ASPARTATEAMINOTRANSFERASE(E|NA|GOT|PF01040;UbiA;1|GOT|IPR000537;UbiA_prenyltransferase;IPR044878;UbiA_sf GOT_CANSA A0A455ZJC3   Cannabis_sativa
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Prephenate aminotransferase,AtPPA-AT,Arabidopsis thaliana,prephenate; Î±-ketoglutarate,arogenate,Prephenate aminotransferase AtPPA-AT   Arabidopsis thaliana   prephenate; Î±-ketoglutarate arogenate Prephenate aminotransferase directs plant phenylalanine biosynthesis via arogenate. 10.1038/nchembio.485   At2g22250 pass 33090|Viridiplantae AT2G22250|NA|ATPPA-AT|NA PAT_ARATH Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022 NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691 Arabidopsis_thaliana
Aminotransferase,3629|Malvaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase,TcTAT,Theobroma cacao,L-tyrosine,4-hydroxyphenylpyruvate,Tyrosine aminotransferase TcTAT   Theobroma cacao   L-tyrosine 4-hydroxyphenylpyruvate A tyrosine aminotransferase involved in rosmarinic acid biosynthesis in Prunella vulgaris L. 10.1038/s41598-017-05290-4  XP_007021573.1  pass 33090|Viridiplantae XP_007021573.1|NA|XP_007021573|NA|TCTAT|NA
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,SO-ASPAT,Spinacia oleracea,Aspartate,Oxaloacetate,Aspartate aminotransferase SO-ASPAT   Spinacia oleracea   Aspartate Oxaloacetate Cell organelles from crassulacean-acid-metabolism (CAM) plants : I. Enzymes in isolated peroxisomes. 10.1007/BF00391999    pass 33090|Viridiplantae SO-ASPAT|NA
Aminotransferase,,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Phosphoserine aminotransferase,BaPSAT,Bacillus alcalophilus,3-phosphohydroxypyruvate,3-phosphoserine,Phosphoserine aminotransferase BaPSAT   Bacillus alcalophilus   3-phosphohydroxypyruvate 3-phosphoserine Structural Analysis of Phosphoserine Aminotransferase (Isoform 1) From Arabidopsis thaliana- the Enzyme Involved in the Phosphorylated Pathway of Serine Biosynthesis. 10.3389/fpls.2018.00876   PDB: 4azj pass  PDB:4AZJ|NA|BAPSAT|NA
Aminotransferase,4070|Solanaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,a-ketoglutarate-dependent GABA transaminase,SlGABA-TK,Solanum lycopersicum,GABA,Glutamate,a-ketoglutarate-dependent GABA transaminase SlGABA-TK   Solanum lycopersicum   GABA Glutamate Biochemical mechanism on GABA accumulation during fruit development in tomato. 10.1093/pcp/pcn113    pass 33090|Viridiplantae SLGABA-TK|NA
Aminotransferase,3563|Amaranthaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,tyrosine aminotransferase,TAT,Amaranthus caudatus,tyrosine,4-hydroxyphenylpyruvate,tyrosine aminotransferase TAT   Amaranthus caudatus   tyrosine 4-hydroxyphenylpyruvate Methyl jasmonate differentially affects tocopherol content and tyrosine amino transferase activity in cultured cells of Amaranthus caudatus and Chenopodium quinoa. 10.1111/j.1438-8677.2008.00110.x    pass 33090|Viridiplantae TAT|PF02458;Transferase;1|TAT|IPR023213;CAT-like_dom_sf;IPR050898;Plant_acyltransferase|TAT|PF00155;Aminotran_1_2;1|TAT|IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small;IPR005958;TyrNic_aminoTrfase|TAT|IPR023213;CAT-like_dom_sf|TAT|PF13326;PSII_Pbs27;1|TAT|PF03514;GRAS;1|TAT|PF04526;DUF568;1|TAT|NA|TAT|PF03016;Exostosin;1 T5AT_TAXCU|TAT_ARATH|TAT_CATRO|I6PIL9_TAXBA|I6PPX1_TAXBA|I6PPX9_TAXBA|I6PIM1_TAXBA|I6PH03_TAXBA|F2CSE3_HORVV|A0A0M4G1D0_TAXWM|B4G081_MAIZE|B6T2V3_MAIZE|B6UBU0_MAIZE|A0A0A7DW48_OCIBA|I6PIM2_TAXBA|I6PIL5_TAXBA|I6PH05_TAXBA|I6PPY1_TAXBA|A0A2Z3DRA7_CORAV|I6PH15_TAXCU|G3JWZ3_PERFR|E2JFA7_PERFR|C1FDA3_MICCC|A0A346RST1_CHAHU|A0A0A7R9Y3_SALMI|A0A812W209_9DINO|A0A0A9GSS8_ARUDO|A0A0A9BHB3_ARUDO|A0A0A8ZVI7_ARUDO|A0A0A9D423_ARUDO|A0A0A9F0T8_ARUDO|A0A0A8ZEP8_ARUDO|Q6SPR1_9SPER|C1MLQ1_MICPC|A0A2I0W6V7_9ASPA|A0A1Q9BW02_SYMMI|F2DYI0_HORVV|F2E7G2_HORVV Q9M6F0|Q9LVY1|Q8W462|A0A2K8FQU5|I6PIL9|I6PPX1|I6PPX9|I6PIM1|I6PH03|F2CSE3|A0A0M4G1D0|B4G081|B6T2V3|B6UBU0|A0A0A7DW48|I6PIM2|I6PIL5|I6PH05|I6PPY1|A0A2Z3DRA7|I6PH15|G3JWZ3|E2JFA7|C1FDA3|A0A346RST1|A0A0A7R9Y3|A0A812W209|A0A0A9GSS8|A0A0A9BHB3|A0A0A8ZVI7|A0A0A9D423|A0A0A9F0T8|A0A0A8ZEP8|Q6SPR1|C1MLQ1|A0A2I0W6V7|A0A1Q9BW02|F2DYI0|F2E7G2 |NP_198465.3|NP_198465|NP_001142155.1|NP_001142155|NP_001148428.1|NP_001148428|XP_002507098.1|XP_002507098|XP_003056607.1|XP_003056607 |NM_123007.6|NM_123007|NM_001148683.1|NM_001148683|NM_001154956.1|NM_001154956|XM_002507052.1|XM_002507052|XM_003056561.1|XM_003056561 Taxus_cuspidata|Arabidopsis_thaliana|Catharanthus_roseus|Taxus_baccata|Hordeum_vulgare_subsp._vulgare|Taxus_wallichiana_var._mairei|Zea_mays|Ocimum_basilicum_var._purpurascens|Corylus_avellana|Perilla_frutescens|Micromonas_commoda|Chamaerops_humilis_var._humilis|Salvia_miltiorrhiza|Symbiodinium_sp._CCMP2592|Arundo_donax|Taxus_x_media|Micromonas_pusilla|Dendrobium_catenatum|Symbiodinium_microadriaticum
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine Aminotransferase 1,TAT1,Arabidopsis thaliana,Tyrosine; tyrosine,NA; 4-hydroxyphenylpyruvate,Tyrosine Aminotransferase 1 TAT1   Arabidopsis thaliana   Tyrosine; tyrosine NA; 4-hydroxyphenylpyruvate Genome-wide association of the metabolic shifts underpinning dark-induced senescence in Arabidopsis. 10.1093/plcell/koab251 Q9ZQG4  At5g53970 pass 33090|Viridiplantae Q9ZQG4|PF00201;UDPGT;1|Q9ZQG4|IPR002213;UDP_glucos_trans;IPR035595;UDP_glycos_trans_CS|AT5G53970|NA|TAT1|PF00155;Aminotran_1_2;1 U73B5_ARATH|TAT2_ARATH|A0A2K9VP55_MALDO|A0A1E7EQ25_9STRA|A0A0A7DQ59_SCUBA Q9ZQG4|Q8L7Q5|Q9FN30|Q8H146|A0A2K9VP55|A0A1E7EQ25|A0A0A7DQ59 NP_179150.3|NP_179150|NP_200208.1|NP_200208| NM_127108.4|NM_127108|NM_124776.5|NM_124776| Arabidopsis_thaliana|Malus_domestica|Fragilariopsis_cylindrus_CCMP1102|Scutellaria_baicalensis
