target_enzyme,target_family,stage,critical_transition_score,herbicide_target_family,herbicide_site_of_action,wssa_group,known_inhibitor_classes,resistance_risks,scenario_selectivity_margin,weed_vulnerability_score,crop_vulnerability_score,compound_a,compound_b,compound_a_source,compound_b_source,compound_a_priority_class,compound_b_priority_class,compound_a_exclusion_reason,compound_b_exclusion_reason,compound_a_phytochemical_class,compound_b_phytochemical_class,compound_a_phytochemical_class_score,compound_b_phytochemical_class_score,phytochemical_class_pair,compound_a_intervention_suitability_score,compound_b_intervention_suitability_score,intervention_suitability_score,compound_priority_class,compound_exclusion_reason,compound_a_functional_group_hits,compound_b_functional_group_hits,predicted_single_a,predicted_single_b,bliss_expected,mechanistic_complementarity,synergy_delta,inhibit_synergy,synergy_group_score,synergy_edge_sum,epsilon_threshold,synergy_match_schema,compound_source_score_list,compound_a_evidence_types,compound_b_evidence_types,predicted_combined_perturbation,crop_impact_estimate,environmental_persistence_proxy,toxicity_hazard_proxy,control_compound_penalty,optimization_objective,functional_silencing_threshold,meets_functional_silencing_proxy,evidence_class,synergy_evidence_class,proxy_notes,diversity_selection_phase,diversity_selection_relaxed
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,"1,4-benzoquinone",2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.38057470358974366,0.3495196248717949,0.36504716423076927,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,phenolic_or_aromatic_hydroxyl,0.353602167323077,0.3549626379384615,0.5830492471677818,0.15991552211782847,0.16990184372706066,False,0.5839836096991752,0.5357629186923077,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"1,4-benzoquinone:[SKiD_substrates,0.256]|2-Hydroxyoctanoate:[SKiD_substrates,0.279]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.6538899488173616,0.10083171331068978,0.11561699999999991,0.13126291666666662,0.15,0.4051610675474009,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,"1,4-benzoquinone",2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.38057470358974366,0.3495196248717949,0.36504716423076927,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,phenolic_or_aromatic_hydroxyl,0.353602167323077,0.3549626379384615,0.5830492471677818,0.15991552211782847,0.16990184372706066,False,0.5839836096991752,0.5357629186923077,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"1,4-benzoquinone:[SKiD_substrates,0.256]|2-Hydroxyoctanoate:[SKiD_substrates,0.279]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.6538899488173616,0.10083171331068978,0.11561699999999991,0.13126291666666662,0.15,0.4051610675474009,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,glycerone phosphate,methoxyhydroquinone,SKiD_substrates,SKiD_substrates,transition_state_mimic_candidate,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.3369992992307692,0.362153877948718,0.3495765885897436,oxidative_stress_inducer_candidate||transition_state_mimic_candidate,,transition_state_acidic_mimic,quinone_ros_redox,0.39235851963076923,0.35000911021538467,0.6050385735047628,0.6630572865010422,0.27699182820589463,False,0.6757862035317057,0.6211845663025641,0.92,active_site_compatibility;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,"glycerone phosphate:[SKiD_substrates,0.368]|methoxyhydroquinone:[SKiD_substrates,0.253]",active_site_compatibility;herbicide_target_atlas_match;transition_state_mimicry,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7144396611004866,0.11016865332791903,0.13891266666666663,0.28232916666666663,0.15,0.40498180172777676,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,2-Hydroxyoctanoate,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,natural_product_candidate,natural_product_candidate,,,organic_acid_or_lactone,organic_acid_or_lactone,0.63,0.63,organic_acid_or_lactone||organic_acid_or_lactone,0.3495196248717949,0.3484551969230769,0.3489874108974359,natural_product_candidate||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.44496263793846147,0.44281011852307683,0.6907387980176672,0.15925771296944946,0.24211953648922196,False,0.6858508230817838,0.772613260025641,0.92,herbicide_target_atlas_match,"2-Hydroxyoctanoate:[SKiD_substrates,0.387]|3-hydroxypropanoic acid:[SKiD_substrates,0.385]",herbicide_target_atlas_match,herbicide_target_atlas_match,0.7656169768957293,0.2605032449807933,0.058701666666666596,0.14225541666666663,0.15,0.40368420642654634,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,glycerone phosphate,Thionicotinamide,SKiD_substrates,SKiD_substrates,transition_state_mimic_candidate,transition_state_mimic_candidate,,,unclassified_or_unknown,alkaloid_nitrogenous,0.0,0.63,alkaloid_nitrogenous||unclassified_or_unknown,0.3369992992307692,0.34016879,0.3385840446153846,transition_state_mimic_candidate||transition_state_mimic_candidate,,transition_state_acidic_mimic,,0.39235851963076923,0.3539561812,0.6074369775609769,0.5899243302470616,0.2527864545625594,False,0.6144448617671572,0.6561713390461539,0.92,active_site_compatibility;herbicide_target_atlas_match;transition_state_mimicry,"glycerone phosphate:[SKiD_substrates,0.368]|Thionicotinamide:[SKiD_substrates,0.288]",active_site_compatibility;herbicide_target_atlas_match;transition_state_mimicry,herbicide_target_atlas_match;transition_state_mimicry,0.7066715921957,0.10897079473076249,0.10571499999999999,0.2571070833333333,0.15,0.40325251909174464,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,isethionate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,natural_product_candidate,known_inhibitor_like,,,organosulfur_sulfonate,unclassified_or_unknown,0.63,0.0,organosulfur_sulfonate||unclassified_or_unknown,0.2738031161538461,0.38522908743589745,0.3295161017948718,known_inhibitor_like||natural_product_candidate,,,phenolic_or_aromatic_hydroxyl,0.40331361575384617,0.5414078343692308,0.726364298846163,0.4012391660991513,0.2888185398898593,False,0.7033082777334002,0.8199408060512821,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"isethionate:[SKiD_substrates,0.315]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]",herbicide_target_atlas_match,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8053953625151521,0.2740379481635419,0.045516333333333325,0.2303870833333333,0.15,0.40100661250166825,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,5-Hydroxyuracil,"1,4-benzoquinone",SKiD_substrates,SKiD_substrates,low_priority_unknown,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.24274297461538458,0.38057470358974366,0.3116588391025641,low_priority_unknown||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.4115784338153846,0.443602167323077,0.6726035158745194,0.5005014739678254,0.31314700101419785,False,0.7392040872221627,0.7205142475743589,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"5-Hydroxyuracil:[SKiD_substrates,0.356]|1,4-benzoquinone:[SKiD_substrates,0.364]",herbicide_target_atlas_match,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.775126743021006,0.263738968599002,0.05691533333333332,0.19102208333333334,0.15,0.400722020896755,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,S-adenosyl-L-methionine,glycerone phosphate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organosulfur_sulfonate,unclassified_or_unknown,0.63,0.0,organosulfur_sulfonate||unclassified_or_unknown,0.3344588823076924,0.3369992992307692,0.3357290907692308,known_inhibitor_like||transition_state_mimic_candidate,,,transition_state_acidic_mimic,0.4068307575076923,0.39235851963076923,0.639565763382479,0.37243734179536153,0.22201427919310623,False,0.660975320388562,0.6681601135076924,0.92,active_site_compatibility;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"S-adenosyl-L-methionine:[SKiD_substrates,0.300]|glycerone phosphate:[SKiD_substrates,0.368]",herbicide_target_atlas_match;known_inhibitor_class_similarity,active_site_compatibility;herbicide_target_atlas_match;transition_state_mimicry,0.7195873106216354,0.1109624357093108,0.0,0.4413645833333331,0.15,0.4001289819263848,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
acetyl-CoA carboxylase,ACCase,vegetative_expansion,0.5724640000000001,ACCase,acetyl-CoA carboxylase,1,aryloxyphenoxypropionates/fops;cyclohexanediones/dims;phenylpyrazolines/dens,target_site_mutation;enhanced_metabolism,0.5857971200000001,0.46579712,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3484551969230769,0.3668421421794872,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.5414078343692308,0.44281011852307683,0.7444770855859462,0.1420331718316415,0.2505248951926439,False,0.7497718014608249,0.8903442672051282,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|3-hydroxypropanoic acid:[SKiD_substrates,0.385]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.8084919369388459,0.3348796887368483,0.045516333333333325,0.15769041666666667,0.15,0.3995611246226931,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
protoporphyrinogen oxidase,PPO,vegetative_expansion,0.5724640000000001,PPO,protoporphyrinogen oxidase,14,diphenyl ethers;n-phenylphthalimides;triazolinones;oxadiazoles,target_site_mutation;enhanced_metabolism,0.5857971200000001,0.46579712,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.38522908743589745,0.3484551969230769,0.3668421421794872,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.5414078343692308,0.44281011852307683,0.7444770855859462,0.1420331718316415,0.2505248951926439,False,0.7497718014608249,0.8903442672051282,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|3-hydroxypropanoic acid:[SKiD_substrates,0.385]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.8084919369388459,0.3348796887368483,0.045516333333333325,0.15769041666666667,0.15,0.3995611246226931,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,2-Hydroxyoctanoate,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,natural_product_candidate,natural_product_candidate,,,organic_acid_or_lactone,organic_acid_or_lactone,0.63,0.63,organic_acid_or_lactone||organic_acid_or_lactone,0.3495196248717949,0.3484551969230769,0.3489874108974359,natural_product_candidate||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.3549626379384615,0.35281011852307687,0.5825383460992057,0.15925771296944946,0.15712823214139587,False,0.5136769100383054,0.556613260025641,0.92,herbicide_target_atlas_match,"2-Hydroxyoctanoate:[SKiD_substrates,0.279]|3-hydroxypropanoic acid:[SKiD_substrates,0.277]",herbicide_target_atlas_match,herbicide_target_atlas_match,0.6481333577634608,0.09994403039119604,0.058701666666666596,0.14225541666666663,0.15,0.3991320022930661,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",breadth_cap_plus_25pct,True
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,2-Hydroxyoctanoate,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,natural_product_candidate,natural_product_candidate,,,organic_acid_or_lactone,organic_acid_or_lactone,0.63,0.63,organic_acid_or_lactone||organic_acid_or_lactone,0.3495196248717949,0.3484551969230769,0.3489874108974359,natural_product_candidate||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.3549626379384615,0.35281011852307687,0.5825383460992057,0.15925771296944946,0.15712823214139587,False,0.5136769100383054,0.556613260025641,0.92,herbicide_target_atlas_match,"2-Hydroxyoctanoate:[SKiD_substrates,0.279]|3-hydroxypropanoic acid:[SKiD_substrates,0.277]",herbicide_target_atlas_match,herbicide_target_atlas_match,0.6481333577634608,0.09994403039119604,0.058701666666666596,0.14225541666666663,0.15,0.3991320022930661,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
